user_id,item_id,score
0,0,0.6343587978665519
0,1,1.4570843107251936
0,2,-2.3344954263897186
0,3,1.3914471897637304
0,4,-2.351035870475476
0,5,-4.613021419754935
0,6,2.1777237178853834
0,7,0.19558397496937396
0,8,2.0475294327455256
0,9,-0.2507375347311512
0,10,-2.065265859225649
0,11,-1.0222102705129996
0,12,-2.5635462263268507
0,13,-1.0376173828791408
0,14,1.1075278540647053
0,15,-0.11471336193728648
0,16,-3.120253591954884
0,17,-0.8862987986368699
0,18,-0.5798944526537873
0,19,-3.2503778565610246
0,20,1.4596641662956793
0,21,1.2395798364271327
0,22,-1.7815750204246434
0,23,3.0560785246676745
1,0,5.462744192241598
1,1,-0.8853830083742824
1,2,4.625722435908551
1,3,-1.338523055302627
1,4,-3.5505502268691025
1,5,1.5120604905427228
1,6,-0.3710368866772109
1,7,0.46318717556050526
1,8,-0.8683903006081091
1,9,-4.416664696283873
1,10,-0.512002227082166
1,11,5.924175180048105
1,12,3.4243399615125805
1,13,-8.110608121523617
1,14,4.9282467029506325
1,15,-0.9272382550293532
1,16,6.274355871556452
1,17,-7.1100420396572535
1,18,1.4363878756251278
1,19,4.584902882219711
1,20,0.763915458896993
1,21,2.8386840015260946
1,22,6.677769819404343
1,23,-5.194663878125114
2,0,-1.0424191527115765
2,1,-6.792228559041623
2,2,-2.7179580266665466
2,3,1.7814396594225428
2,4,-2.7329920598800297
2,5,0.8008381163936305
2,6,0.9774753198384833
2,7,-1.0547367355189579
2,8,-3.221616344694721
2,9,-2.3792647451742366
2,10,-1.875340935567655
2,11,-1.195435096304052
2,12,-2.108198439640418
2,13,-1.613727774455273
2,14,2.7895083973886683
2,15,-1.7040727322419502
2,16,0.46788202870763795
2,17,-1.6033743386196955
2,18,5.612860899479012
2,19,2.2618394416278735
2,20,-6.577438962300669
2,21,0.28413277732533676
2,22,-1.6989833420398395
2,23,-4.871153083793497
3,0,0.7664794218847139
3,1,-2.993954117417915
3,2,5.695745843076406
3,3,3.216680079286845
3,4,-4.839340163379879
3,5,1.6313789880629441
3,6,1.2389540943881383
3,7,9.195652881647106
3,8,-4.5001695461887845
3,9,-2.4170742372068035
3,10,-6.80333343029177
3,11,5.972227543339059
3,12,-11.004838041162461
3,13,3.2855300904542384
3,14,6.6971929999641695
3,15,2.1443799514719935
3,16,1.4285237232089834
3,17,-1.7153146819884415
3,18,10.027572081685769
3,19,-3.0135112470608165
3,20,-3.0962534207022827
3,21,2.8034680926193554
3,22,-0.4509447923261307
3,23,-4.5469730008794675
4,0,-1.6440896123782782
4,1,-5.422880949613549
4,2,0.08065361598342369
4,3,0.39026324349140407
4,4,-1.4439754002043577
4,5,-0.03752890821454269
4,6,-5.548756265176416
4,7,0.7428763822863262
4,8,-2.9895575014124622
4,9,-0.9539101978519154
4,10,0.9263914520849816
4,11,5.850108112702038
4,12,-1.4575293422577502
4,13,5.535872911877885
4,14,2.6295446812652674
4,15,-3.4021001356327414
4,16,4.003347265933912
4,17,1.4590423762979625
4,18,13.482265962121362
4,19,2.8398804160231865
4,20,-6.34127862065024
4,21,-3.2032216881096263
4,22,2.285451982533327
4,23,-5.859992545847949
5,0,5.9942173120984314
5,1,3.9773875401996666
5,2,2.578539150490394
5,3,-0.1419165377760746
5,4,3.842883338604804
5,5,5.259570066784896
5,6,-0.9497151076349633
5,7,2.598035482645326
5,8,1.2282912834735762
5,9,-2.929297069708902
5,10,-1.9536417919205147
5,11,3.3162811552822826
5,12,3.242393422049027
5,13,-3.112966065860728
5,14,6.292000620816049
5,15,-1.6577509924903635
5,16,4.804848943655303
5,17,-5.939481242005266
5,18,-4.086006567624531
5,19,4.2754190011180055
5,20,-1.2266354192223605
5,21,3.675929998487126
5,22,3.7328327747413885
5,23,-4.942700700134582
6,0,3.9322069061713987
6,1,4.098764983237786
6,2,-0.39670547718174287
6,3,0.9002435582305193
6,4,-2.476861514542883
6,5,-5.1444453084452295
6,6,0.8225959458141588
6,7,0.40307204523859985
6,8,-2.429136801229476
6,9,4.020356787528758
6,10,4.996293171796037
6,11,0.13491734868995653
6,12,2.2327639082577084
6,13,0.9178167559210446
6,14,-2.6574208610950114
6,15,1.1180643343370713
6,16,-1.5848289498639532
6,17,3.409968258102407
6,18,-2.6311561277403293
6,19,0.2950150849679162
6,20,2.4567996588936034
6,21,3.379861007668977
6,22,0.33298325042394383
6,23,4.004579563616012
7,0,0.8839195766589292
7,1,1.7269190434919084
7,2,-0.6740058147209153
7,3,1.8572879655276449
7,4,-0.009406302834550573
7,5,-1.3579700676684974
7,6,-0.15863118776174234
7,7,1.1769107443679065
7,8,-1.3585512277993597
7,9,0.653621773788953
7,10,-4.667118222874434
7,11,-4.231244401663269
7,12,-1.6347972250208511
7,13,3.6883205433298993
7,14,-2.921954614707975
7,15,0.8579702549901638
7,16,-4.985676767056415
7,17,2.44551716152034
7,18,3.6844604438104596
7,19,-7.98985731875924
7,20,9.55958130851107
7,21,5.454944973619318
7,22,-0.6652977982688457
7,23,2.782482637635374
